participant,group,OS,fovealword,parafovealword,fovealcolour,parafovealcolour,correctcolour,parafovealpositionword,congruency,condition,block,gender,age,handedness,trial,rt,acc
17284,A,Win32,GREEN,LABEL,green,black,green,left,congruent,foveal_unified,7,female,19,left-handed,11,1.113,1
17284,A,Win32,YELLOW,SHORT,yellow,black,yellow,left,congruent,foveal_unified,7,female,19,left-handed,12,0.5725,1
17284,A,Win32,YELLOW,LABEL,red,black,red,left,incongruent,foveal_unified,7,female,19,left-handed,13,0.7347,1
17284,A,Win32,YELLOW,SHORT,black,yellow,yellow,left,congruent,para_dis,7,female,19,left-handed,14,0.6813,1
17284,A,Win32,SIDE,RED,black,red,red,left,congruent,para_unified,7,female,19,left-handed,15,0.5473,1
17284,A,Win32,GREEN,MAIN,black,green,green,right,congruent,para_dis,7,female,19,left-handed,16,0.9075,1
17284,A,Win32,SHORT,RED,yellow,black,yellow,right,incongruent,fov_dis,7,female,19,left-handed,17,0.5613,1
17284,A,Win32,SIDE,GREEN,red,black,red,right,incongruent,fov_dis,7,female,19,left-handed,18,0.6801,1
17284,A,Win32,LABEL,RED,red,black,red,right,congruent,fov_dis,7,female,19,left-handed,19,0.6042,1
17284,A,Win32,SIDE,YELLOW,black,yellow,yellow,right,congruent,para_unified,7,female,19,left-handed,20,0.6274,1
17284,A,Win32,YELLOW,MAIN,green,black,green,right,incongruent,foveal_unified,7,female,19,left-handed,21,0.758,1
17284,A,Win32,SHORT,YELLOW,yellow,black,yellow,left,congruent,fov_dis,7,female,19,left-handed,22,0.5615,1
17284,A,Win32,SIDE,BLUE,red,black,red,left,incongruent,fov_dis,7,female,19,left-handed,23,0.7417,1
17284,A,Win32,YELLOW,MAIN,black,green,green,right,incongruent,para_dis,7,female,19,left-handed,24,0.765,1
17284,A,Win32,YELLOW,SIDE,yellow,black,yellow,right,congruent,foveal_unified,7,female,19,left-handed,25,0.6645,1
17284,A,Win32,GREEN,LABEL,black,green,green,left,congruent,para_dis,7,female,19,left-handed,26,0.7327,1
17284,A,Win32,BLUE,SIDE,yellow,black,yellow,left,incongruent,foveal_unified,7,female,19,left-handed,27,0.9705,1
17284,A,Win32,MAIN,YELLOW,black,blue,blue,right,incongruent,para_unified,7,female,19,left-handed,28,0.7177,1
17284,A,Win32,RED,MAIN,black,green,green,left,incongruent,para_dis,7,female,19,left-handed,29,1.3313,1
17284,A,Win32,SIDE,RED,red,black,red,left,congruent,fov_dis,7,female,19,left-handed,30,0.674,1
17284,A,Win32,RED,SIDE,red,black,red,left,congruent,foveal_unified,7,female,19,left-handed,31,0.68,1
17284,A,Win32,MAIN,BLUE,blue,black,blue,left,congruent,fov_dis,7,female,19,left-handed,32,0.7435,1
17284,A,Win32,RED,SIDE,black,red,red,left,congruent,para_dis,7,female,19,left-handed,33,0.6195,1
17284,A,Win32,LABEL,BLUE,green,black,green,right,incongruent,fov_dis,7,female,19,left-handed,34,0.8401,1
17284,A,Win32,MAIN,GREEN,black,green,green,right,congruent,para_unified,7,female,19,left-handed,35,0.7707,1
17284,A,Win32,GREEN,MAIN,green,black,green,right,congruent,foveal_unified,7,female,19,left-handed,36,1.0972,1
17284,A,Win32,LABEL,YELLOW,black,green,green,left,incongruent,para_unified,7,female,19,left-handed,37,1.1412,1
17284,A,Win32,SHORT,BLUE,blue,black,blue,right,congruent,fov_dis,7,female,19,left-handed,38,0.9656,1
17284,A,Win32,MAIN,RED,black,blue,blue,left,incongruent,para_unified,7,female,19,left-handed,39,0.4375,1
17284,A,Win32,BLUE,LABEL,red,black,red,right,incongruent,foveal_unified,7,female,19,left-handed,40,0.8138,1
17284,A,Win32,SHORT,BLUE,black,blue,blue,right,congruent,para_unified,7,female,19,left-handed,41,0.8495,1
17284,A,Win32,GREEN,SIDE,yellow,black,yellow,right,incongruent,foveal_unified,7,female,19,left-handed,42,0.8406,1
17284,A,Win32,RED,LABEL,red,black,red,right,congruent,foveal_unified,7,female,19,left-handed,43,0.7448,1
17284,A,Win32,SHORT,YELLOW,black,yellow,yellow,left,congruent,para_unified,7,female,19,left-handed,44,0.7148,1
17284,A,Win32,LABEL,YELLOW,green,black,green,left,incongruent,fov_dis,7,female,19,left-handed,45,0.6566,1
17284,A,Win32,SHORT,GREEN,yellow,black,yellow,left,incongruent,fov_dis,7,female,19,left-handed,46,0.847,1
17284,A,Win32,YELLOW,LABEL,black,red,red,left,incongruent,para_dis,7,female,19,left-handed,47,0.6366,1
17284,A,Win32,BLUE,SHORT,blue,black,blue,right,congruent,foveal_unified,7,female,19,left-handed,48,0.8341,1
17284,A,Win32,MAIN,BLUE,black,blue,blue,left,congruent,para_unified,7,female,19,left-handed,49,0.7761,1
17284,A,Win32,LABEL,GREEN,green,black,green,left,congruent,fov_dis,7,female,19,left-handed,50,0.7543,1
17284,A,Win32,SHORT,RED,black,yellow,yellow,right,incongruent,para_unified,7,female,19,left-handed,51,0.7629,1
17284,A,Win32,RED,SHORT,black,blue,blue,right,incongruent,para_dis,7,female,19,left-handed,52,0.805,1
17284,A,Win32,LABEL,GREEN,black,green,green,left,congruent,para_unified,7,female,19,left-handed,53,0.7914,1
17284,A,Win32,LABEL,RED,black,red,red,right,congruent,para_unified,7,female,19,left-handed,54,1.0823,1
17284,A,Win32,BLUE,SHORT,black,blue,blue,right,congruent,para_dis,7,female,19,left-handed,55,0.7211,1
17284,A,Win32,LABEL,BLUE,black,green,green,right,incongruent,para_unified,7,female,19,left-handed,56,0.7082,1
17284,A,Win32,BLUE,LABEL,black,red,red,right,incongruent,para_dis,7,female,19,left-handed,57,0.7522,1
17284,A,Win32,SIDE,GREEN,black,red,red,right,incongruent,para_unified,7,female,19,left-handed,58,0.5948,1
17284,A,Win32,MAIN,RED,blue,black,blue,left,incongruent,fov_dis,7,female,19,left-handed,59,0.6424,1
17284,A,Win32,SIDE,YELLOW,yellow,black,yellow,right,congruent,fov_dis,7,female,19,left-handed,60,0.6383,1
17284,A,Win32,RED,MAIN,green,black,green,left,incongruent,foveal_unified,7,female,19,left-handed,61,0.7087,1
17284,A,Win32,YELLOW,SIDE,black,yellow,yellow,right,congruent,para_dis,7,female,19,left-handed,62,0.5641,1
17284,A,Win32,SIDE,BLUE,black,red,red,left,incongruent,para_unified,7,female,19,left-handed,63,0.6631,1
17284,A,Win32,GREEN,SHORT,black,blue,blue,left,incongruent,para_dis,7,female,19,left-handed,64,0.7165,1
17284,A,Win32,SIDE,YELLOW,black,yellow,yellow,left,congruent,para_unified,8,female,19,left-handed,1,0.6433,1
17284,A,Win32,RED,SHORT,yellow,black,yellow,left,incongruent,foveal_unified,8,female,19,left-handed,2,0.399,0
17284,A,Win32,LABEL,BLUE,yellow,black,yellow,left,incongruent,fov_dis,8,female,19,left-handed,3,0.4529,0
17284,A,Win32,LABEL,RED,red,black,red,left,congruent,fov_dis,8,female,19,left-handed,4,0.5694,0
17284,A,Win32,YELLOW,LABEL,yellow,black,yellow,right,congruent,foveal_unified,8,female,19,left-handed,5,0.8337,1
17284,A,Win32,MAIN,GREEN,black,green,green,left,congruent,para_unified,8,female,19,left-handed,6,0.726,1
17284,A,Win32,MAIN,BLUE,black,red,red,right,incongruent,para_unified,8,female,19,left-handed,7,1.0227,0
17284,A,Win32,RED,SIDE,black,green,green,right,incongruent,para_dis,8,female,19,left-handed,8,0.9075,0
17284,A,Win32,RED,SHORT,black,yellow,yellow,left,incongruent,para_dis,8,female,19,left-handed,9,0.6515,0
17284,A,Win32,YELLOW,MAIN,black,blue,blue,left,incongruent,para_dis,8,female,19,left-handed,10,0.7996,0
17284,A,Win32,YELLOW,SHORT,red,black,red,right,incongruent,foveal_unified,8,female,19,left-handed,11,0.8266,0
17284,A,Win32,BLUE,MAIN,black,yellow,yellow,right,incongruent,para_dis,8,female,19,left-handed,12,0.751,0
17284,A,Win32,GREEN,MAIN,black,green,green,left,congruent,para_dis,8,female,19,left-handed,13,0.7427,1
17284,A,Win32,SIDE,RED,blue,black,blue,right,incongruent,fov_dis,8,female,19,left-handed,14,0.6466,0
17284,A,Win32,MAIN,YELLOW,red,black,red,left,incongruent,fov_dis,8,female,19,left-handed,15,0.5574,0
17284,A,Win32,SIDE,BLUE,blue,black,blue,right,congruent,fov_dis,8,female,19,left-handed,16,0.7529,1
17284,A,Win32,LABEL,BLUE,black,yellow,yellow,left,incongruent,para_unified,8,female,19,left-handed,17,1.034,0
17284,A,Win32,RED,SIDE,green,black,green,right,incongruent,foveal_unified,8,female,19,left-handed,18,0.8988,0
17284,A,Win32,SIDE,YELLOW,yellow,black,yellow,left,congruent,fov_dis,8,female,19,left-handed,19,0.6575,1
17284,A,Win32,GREEN,SIDE,red,black,red,left,incongruent,foveal_unified,8,female,19,left-handed,20,0.4574,0
17284,A,Win32,BLUE,LABEL,black,green,green,left,incongruent,para_dis,8,female,19,left-handed,21,0.6846,0
17284,A,Win32,RED,MAIN,black,red,red,right,congruent,para_dis,8,female,19,left-handed,22,0.7666,1
17284,A,Win32,YELLOW,SIDE,yellow,black,yellow,left,congruent,foveal_unified,8,female,19,left-handed,23,0.6935,1
17284,A,Win32,YELLOW,MAIN,blue,black,blue,left,incongruent,foveal_unified,8,female,19,left-handed,24,0.9098,0
17284,A,Win32,GREEN,SHORT,green,black,green,right,congruent,foveal_unified,8,female,19,left-handed,25,0.692,1
17284,A,Win32,SHORT,GREEN,green,black,green,right,congruent,fov_dis,8,female,19,left-handed,26,0.6154,1
17284,A,Win32,RED,LABEL,black,red,red,left,congruent,para_dis,8,female,19,left-handed,27,0.5933,1
17284,A,Win32,LABEL,YELLOW,yellow,black,yellow,right,congruent,fov_dis,8,female,19,left-handed,28,0.8741,1
17284,A,Win32,BLUE,SIDE,black,blue,blue,right,congruent,para_dis,8,female,19,left-handed,29,0.9373,1
17284,A,Win32,BLUE,SHORT,blue,black,blue,left,congruent,foveal_unified,8,female,19,left-handed,30,0.6982,1
17284,A,Win32,GREEN,SIDE,black,red,red,left,incongruent,para_dis,8,female,19,left-handed,31,2.079,0
17284,A,Win32,SIDE,GREEN,blue,black,blue,left,incongruent,fov_dis,8,female,19,left-handed,32,0.8505,0
17284,A,Win32,SHORT,BLUE,black,blue,blue,left,congruent,para_unified,8,female,19,left-handed,33,0.6536,1
17284,A,Win32,SHORT,YELLOW,green,black,green,right,incongruent,fov_dis,8,female,19,left-handed,34,0.8566,0
17284,A,Win32,SHORT,RED,black,green,green,left,incongruent,para_unified,8,female,19,left-handed,35,1.0063,0
17284,A,Win32,MAIN,GREEN,green,black,green,left,congruent,fov_dis,8,female,19,left-handed,36,0.6741,1
17284,A,Win32,GREEN,MAIN,green,black,green,left,congruent,foveal_unified,8,female,19,left-handed,37,0.4531,1
17284,A,Win32,MAIN,BLUE,red,black,red,right,incongruent,fov_dis,8,female,19,left-handed,38,0.6147,0
17284,A,Win32,SHORT,GREEN,black,green,green,right,congruent,para_unified,8,female,19,left-handed,39,0.7708,1
17284,A,Win32,GREEN,LABEL,blue,black,blue,right,incongruent,foveal_unified,8,female,19,left-handed,40,0.7362,0
17284,A,Win32,LABEL,GREEN,yellow,black,yellow,right,incongruent,fov_dis,8,female,19,left-handed,41,0.602,0
17284,A,Win32,RED,LABEL,red,black,red,left,congruent,foveal_unified,8,female,19,left-handed,42,0.7213,1
17284,A,Win32,YELLOW,SIDE,black,yellow,yellow,left,congruent,para_dis,8,female,19,left-handed,43,1.0819,1
17284,A,Win32,SIDE,GREEN,black,blue,blue,left,incongruent,para_unified,8,female,19,left-handed,44,0.8654,0
17284,A,Win32,YELLOW,SHORT,black,red,red,right,incongruent,para_dis,8,female,19,left-handed,45,0.9185,0
17284,A,Win32,YELLOW,LABEL,black,yellow,yellow,right,congruent,para_dis,8,female,19,left-handed,46,0.6751,1
17284,A,Win32,GREEN,SHORT,black,green,green,right,congruent,para_dis,8,female,19,left-handed,47,0.6438,1
17284,A,Win32,LABEL,GREEN,black,yellow,yellow,right,incongruent,para_unified,8,female,19,left-handed,48,0.792,0
17284,A,Win32,SHORT,RED,green,black,green,left,incongruent,fov_dis,8,female,19,left-handed,49,0.7921,0
17284,A,Win32,BLUE,LABEL,green,black,green,left,incongruent,foveal_unified,8,female,19,left-handed,50,0.8777,0
17284,A,Win32,RED,MAIN,red,black,red,right,congruent,foveal_unified,8,female,19,left-handed,51,0.8434,1
17284,A,Win32,BLUE,MAIN,yellow,black,yellow,right,incongruent,foveal_unified,8,female,19,left-handed,52,0.829,0
17284,A,Win32,LABEL,RED,black,red,red,left,congruent,para_unified,8,female,19,left-handed,53,0.8371,1
17284,A,Win32,SHORT,BLUE,blue,black,blue,left,congruent,fov_dis,8,female,19,left-handed,54,0.8729,1
17284,A,Win32,MAIN,RED,red,black,red,right,congruent,fov_dis,8,female,19,left-handed,55,0.7615,1
17284,A,Win32,BLUE,SIDE,blue,black,blue,right,congruent,foveal_unified,8,female,19,left-handed,56,1.2408,1
17284,A,Win32,MAIN,YELLOW,black,red,red,left,incongruent,para_unified,8,female,19,left-handed,57,0.7025,0
17284,A,Win32,SHORT,YELLOW,black,green,green,right,incongruent,para_unified,8,female,19,left-handed,58,0.8039,0
17284,A,Win32,LABEL,YELLOW,black,yellow,yellow,right,congruent,para_unified,8,female,19,left-handed,59,0.6538,1
17284,A,Win32,GREEN,LABEL,black,blue,blue,right,incongruent,para_dis,8,female,19,left-handed,60,0.7291,0
17284,A,Win32,MAIN,RED,black,red,red,right,congruent,para_unified,8,female,19,left-handed,61,0.5746,1
17284,A,Win32,SIDE,RED,black,blue,blue,right,incongruent,para_unified,8,female,19,left-handed,62,1.0893,0
17284,A,Win32,SIDE,BLUE,black,blue,blue,right,congruent,para_unified,8,female,19,left-handed,63,0.7109,1
17284,A,Win32,BLUE,SHORT,black,blue,blue,left,congruent,para_dis,8,female,19,left-handed,64,0.5964,1
17291,B,MacIntel,MAIN,YELLOW,yellow,black,yellow,right,congruent,fov_dis,1,female,20,Right-handed,1,0.60016,1
17291,B,MacIntel,RED,MAIN,red,black,red,left,congruent,foveal_unified,1,female,20,Right-handed,2,0.582105,1
17291,B,MacIntel,YELLOW,MAIN,yellow,black,yellow,right,congruent,foveal_unified,1,female,20,Right-handed,3,0.96596,1
17291,B,MacIntel,RED,LABEL,blue,black,blue,right,incongruent,foveal_unified,1,female,20,Right-handed,4,0.600305,1
17291,B,MacIntel,SIDE,GREEN,black,green,green,right,congruent,para_unified,1,female,20,Right-handed,5,0.565695,1
17291,B,MacIntel,RED,MAIN,black,red,red,left,congruent,para_dis,1,female,20,Right-handed,6,0.632895,1
17291,B,MacIntel,SIDE,BLUE,blue,black,blue,left,congruent,fov_dis,1,female,20,Right-handed,7,0.546995,1
17291,B,MacIntel,BLUE,MAIN,yellow,black,yellow,left,incongruent,foveal_unified,1,female,20,Right-handed,8,0.650605,1
17291,B,MacIntel,MAIN,YELLOW,black,yellow,yellow,right,congruent,para_unified,1,female,20,Right-handed,9,0.663595,1
17291,B,MacIntel,YELLOW,SIDE,green,black,green,right,incongruent,foveal_unified,1,female,20,Right-handed,10,0.732935,1
17291,B,MacIntel,SIDE,BLUE,black,blue,blue,left,congruent,para_unified,1,female,20,Right-handed,11,0.46142,1
17291,B,MacIntel,SHORT,GREEN,black,green,green,left,congruent,para_unified,1,female,20,Right-handed,12,0.51862,1
17291,B,MacIntel,BLUE,MAIN,black,yellow,yellow,left,incongruent,para_dis,1,female,20,Right-handed,13,0.63213,1
17291,B,MacIntel,YELLOW,SIDE,black,green,green,right,incongruent,para_dis,1,female,20,Right-handed,14,0.517335,1
17291,B,MacIntel,RED,LABEL,black,blue,blue,right,incongruent,para_dis,1,female,20,Right-handed,15,0.4845,1
17291,B,MacIntel,GREEN,LABEL,blue,black,blue,left,incongruent,foveal_unified,1,female,20,Right-handed,16,1.59729,1
17291,B,MacIntel,YELLOW,SHORT,red,black,red,left,incongruent,foveal_unified,1,female,20,Right-handed,17,0.600035,1
17291,B,MacIntel,SHORT,GREEN,green,black,green,left,congruent,fov_dis,1,female,20,Right-handed,18,0.631315,1
17291,B,MacIntel,LABEL,GREEN,yellow,black,yellow,left,incongruent,fov_dis,1,female,20,Right-handed,19,0.51606,1
17291,B,MacIntel,SHORT,BLUE,green,black,green,right,incongruent,fov_dis,1,female,20,Right-handed,20,0.48384,1
17291,B,MacIntel,GREEN,SIDE,green,black,green,right,congruent,foveal_unified,1,female,20,Right-handed,21,0.41998,1
17291,B,MacIntel,MAIN,RED,red,black,red,left,congruent,fov_dis,1,female,20,Right-handed,22,0.63541,0
17291,B,MacIntel,LABEL,BLUE,black,blue,blue,right,congruent,para_unified,1,female,20,Right-handed,23,0.650815,1
17291,B,MacIntel,LABEL,RED,black,yellow,yellow,right,incongruent,para_unified,1,female,20,Right-handed,24,0.597965,1
17291,B,MacIntel,SHORT,RED,black,red,red,right,congruent,para_unified,1,female,20,Right-handed,25,0.51602,1
17291,B,MacIntel,YELLOW,SHORT,black,red,red,left,incongruent,para_dis,1,female,20,Right-handed,26,0.38334,1
17291,B,MacIntel,YELLOW,LABEL,yellow,black,yellow,left,congruent,foveal_unified,1,female,20,Right-handed,27,0.34928,1
17291,B,MacIntel,GREEN,SIDE,black,green,green,right,congruent,para_dis,1,female,20,Right-handed,28,0.44507,1
17291,B,MacIntel,BLUE,LABEL,black,blue,blue,right,congruent,para_dis,1,female,20,Right-handed,29,0.48266,1
17291,B,MacIntel,RED,SHORT,black,red,red,right,congruent,para_dis,1,female,20,Right-handed,30,0.63283,1
17291,B,MacIntel,GREEN,SHORT,green,black,green,left,congruent,foveal_unified,1,female,20,Right-handed,31,0.550155,1
17291,B,MacIntel,LABEL,BLUE,blue,black,blue,right,congruent,fov_dis,1,female,20,Right-handed,32,0.53395,1
17291,B,MacIntel,RED,SIDE,black,green,green,left,incongruent,para_dis,1,female,20,Right-handed,33,0.60027,1
17291,B,MacIntel,SIDE,RED,blue,black,blue,left,incongruent,fov_dis,1,female,20,Right-handed,34,0.49952,1
17291,B,MacIntel,RED,SIDE,green,black,green,left,incongruent,foveal_unified,1,female,20,Right-handed,35,0.517255,1
17291,B,MacIntel,GREEN,MAIN,yellow,black,yellow,right,incongruent,foveal_unified,1,female,20,Right-handed,36,0.61474,1
17291,B,MacIntel,LABEL,GREEN,black,yellow,yellow,left,incongruent,para_unified,1,female,20,Right-handed,37,0.46699,1
17291,B,MacIntel,MAIN,RED,black,red,red,left,congruent,para_unified,1,female,20,Right-handed,38,0.54911,1
17291,B,MacIntel,GREEN,LABEL,black,blue,blue,left,incongruent,para_dis,1,female,20,Right-handed,39,0.51811,1
17291,B,MacIntel,SHORT,YELLOW,green,black,green,left,incongruent,fov_dis,1,female,20,Right-handed,40,0.568305,1
17291,B,MacIntel,SHORT,RED,red,black,red,right,congruent,fov_dis,1,female,20,Right-handed,41,0.63209,1
17291,B,MacIntel,MAIN,GREEN,black,red,red,right,incongruent,para_unified,1,female,20,Right-handed,42,0.666955,1
17291,B,MacIntel,GREEN,MAIN,black,yellow,yellow,right,incongruent,para_dis,1,female,20,Right-handed,43,0.53422,0
17291,B,MacIntel,LABEL,YELLOW,black,yellow,yellow,left,congruent,para_unified,1,female,20,Right-handed,44,0.414225,1
17291,B,MacIntel,YELLOW,MAIN,black,yellow,yellow,right,congruent,para_dis,1,female,20,Right-handed,45,0.416635,1
17291,B,MacIntel,BLUE,LABEL,blue,black,blue,right,congruent,foveal_unified,1,female,20,Right-handed,46,0.48309,1
17291,B,MacIntel,MAIN,BLUE,black,red,red,left,incongruent,para_unified,1,female,20,Right-handed,47,0.51946,1
17291,B,MacIntel,RED,SHORT,red,black,red,right,congruent,foveal_unified,1,female,20,Right-handed,48,0.466185,1
17291,B,MacIntel,LABEL,RED,yellow,black,yellow,right,incongruent,fov_dis,1,female,20,Right-handed,49,0.716725,1
17291,B,MacIntel,SIDE,RED,black,blue,blue,left,incongruent,para_unified,1,female,20,Right-handed,50,0.53245,1
17291,B,MacIntel,SIDE,YELLOW,black,blue,blue,right,incongruent,para_unified,1,female,20,Right-handed,51,0.48544,1
17291,B,MacIntel,LABEL,YELLOW,yellow,black,yellow,left,congruent,fov_dis,1,female,20,Right-handed,52,0.53515,1
17291,B,MacIntel,BLUE,SHORT,black,red,red,right,incongruent,para_dis,1,female,20,Right-handed,53,0.733465,1
17291,B,MacIntel,MAIN,BLUE,red,black,red,left,incongruent,fov_dis,1,female,20,Right-handed,54,0.59978,1
17291,B,MacIntel,SHORT,BLUE,black,green,green,right,incongruent,para_unified,1,female,20,Right-handed,55,0.616625,1
17291,B,MacIntel,YELLOW,LABEL,black,yellow,yellow,left,congruent,para_dis,1,female,20,Right-handed,56,0.49971,1
17291,B,MacIntel,GREEN,SHORT,black,green,green,left,congruent,para_dis,1,female,20,Right-handed,57,0.698815,1
17291,B,MacIntel,BLUE,SHORT,red,black,red,right,incongruent,foveal_unified,1,female,20,Right-handed,58,0.80001,1
17291,B,MacIntel,SHORT,YELLOW,black,green,green,left,incongruent,para_unified,1,female,20,Right-handed,59,0.5819,1
17291,B,MacIntel,SIDE,GREEN,green,black,green,right,congruent,fov_dis,1,female,20,Right-handed,60,0.367615,1
17291,B,MacIntel,BLUE,SIDE,blue,black,blue,left,congruent,foveal_unified,1,female,20,Right-handed,61,0.598655,1
17291,B,MacIntel,SIDE,YELLOW,blue,black,blue,right,incongruent,fov_dis,1,female,20,Right-handed,62,0.43239,1
17291,B,MacIntel,BLUE,SIDE,black,blue,blue,left,congruent,para_dis,1,female,20,Right-handed,63,0.43146,1
17291,B,MacIntel,MAIN,GREEN,red,black,red,right,incongruent,fov_dis,1,female,20,Right-handed,64,0.516675,1
17291,B,MacIntel,MAIN,RED,blue,black,blue,right,incongruent,fov_dis,2,female,20,Right-handed,1,0.449485,1
17291,B,MacIntel,LABEL,BLUE,blue,black,blue,left,congruent,fov_dis,2,female,20,Right-handed,2,0.44993,1
17291,B,MacIntel,YELLOW,SHORT,black,yellow,yellow,right,congruent,para_dis,2,female,20,Right-handed,3,0.483845,1
17291,B,MacIntel,SIDE,BLUE,red,black,red,right,incongruent,fov_dis,2,female,20,Right-handed,4,0.31591,1
17291,B,MacIntel,YELLOW,SIDE,blue,black,blue,left,incongruent,foveal_unified,2,female,20,Right-handed,5,0.436755,1
17291,B,MacIntel,GREEN,SHORT,black,blue,blue,right,incongruent,para_dis,2,female,20,Right-handed,6,0.36533,1
17291,B,MacIntel,MAIN,GREEN,blue,black,blue,left,incongruent,fov_dis,2,female,20,Right-handed,7,0.36633,1
17291,B,MacIntel,LABEL,RED,green,black,green,left,incongruent,fov_dis,2,female,20,Right-handed,8,0.382815,1
17291,B,MacIntel,BLUE,LABEL,blue,black,blue,left,congruent,foveal_unified,2,female,20,Right-handed,9,0.415235,1
17291,B,MacIntel,MAIN,BLUE,black,blue,blue,right,congruent,para_unified,2,female,20,Right-handed,10,0.38776,1
17291,B,MacIntel,BLUE,MAIN,blue,black,blue,right,congruent,foveal_unified,2,female,20,Right-handed,11,0.23492,1
17291,B,MacIntel,LABEL,GREEN,green,black,green,right,congruent,fov_dis,2,female,20,Right-handed,12,0.4668,1
17291,B,MacIntel,YELLOW,LABEL,black,red,red,right,incongruent,para_dis,2,female,20,Right-handed,13,0.61531,1
17291,B,MacIntel,GREEN,LABEL,black,green,green,right,congruent,para_dis,2,female,20,Right-handed,14,0.567105,1
17291,B,MacIntel,RED,LABEL,black,yellow,yellow,left,incongruent,para_dis,2,female,20,Right-handed,15,0.58292,1
17291,B,MacIntel,YELLOW,LABEL,red,black,red,right,incongruent,foveal_unified,2,female,20,Right-handed,16,0.383845,1
17291,B,MacIntel,GREEN,SIDE,green,black,green,left,congruent,foveal_unified,2,female,20,Right-handed,17,0.666975,1
17291,B,MacIntel,LABEL,BLUE,black,blue,blue,left,congruent,para_unified,2,female,20,Right-handed,18,0.481315,1
17291,B,MacIntel,LABEL,RED,black,green,green,left,incongruent,para_unified,2,female,20,Right-handed,19,0.782855,1
17291,B,MacIntel,MAIN,YELLOW,yellow,black,yellow,left,congruent,fov_dis,2,female,20,Right-handed,20,0.565595,1
17291,B,MacIntel,SIDE,GREEN,green,black,green,left,congruent,fov_dis,2,female,20,Right-handed,21,0.48287,1
17291,B,MacIntel,MAIN,BLUE,blue,black,blue,right,congruent,fov_dis,2,female,20,Right-handed,22,0.248115,1
17291,B,MacIntel,SIDE,RED,black,red,red,right,congruent,para_unified,2,female,20,Right-handed,23,0.598745,1
17291,B,MacIntel,SHORT,BLUE,yellow,black,yellow,left,incongruent,fov_dis,2,female,20,Right-handed,24,0.553285,1
17291,B,MacIntel,YELLOW,MAIN,black,yellow,yellow,left,congruent,para_dis,2,female,20,Right-handed,25,0.46457,1
17291,B,MacIntel,BLUE,LABEL,black,blue,blue,left,congruent,para_dis,2,female,20,Right-handed,26,0.566345,1
17291,B,MacIntel,BLUE,SIDE,black,yellow,yellow,right,incongruent,para_dis,2,female,20,Right-handed,27,0.65039,1
17291,B,MacIntel,RED,MAIN,black,green,green,right,incongruent,para_dis,2,female,20,Right-handed,28,0.46701,1
17291,B,MacIntel,MAIN,RED,black,blue,blue,right,incongruent,para_unified,2,female,20,Right-handed,29,0.49806,1
17291,B,MacIntel,BLUE,SIDE,yellow,black,yellow,right,incongruent,foveal_unified,2,female,20,Right-handed,30,0.549605,1
17291,B,MacIntel,GREEN,SIDE,black,green,green,left,congruent,para_dis,2,female,20,Right-handed,31,0.465445,1
17291,B,MacIntel,RED,SIDE,black,red,red,right,congruent,para_dis,2,female,20,Right-handed,32,0.56288,1
17291,B,MacIntel,SHORT,RED,black,red,red,left,congruent,para_unified,2,female,20,Right-handed,33,0.59829,1
17291,B,MacIntel,RED,SHORT,red,black,red,left,congruent,foveal_unified,2,female,20,Right-handed,34,0.3991,1
17291,B,MacIntel,BLUE,SHORT,black,green,green,left,incongruent,para_dis,2,female,20,Right-handed,35,0.531655,1
17291,B,MacIntel,RED,SIDE,red,black,red,right,congruent,foveal_unified,2,female,20,Right-handed,36,0.61724,1
17291,B,MacIntel,SIDE,BLUE,black,red,red,right,incongruent,para_unified,2,female,20,Right-handed,37,0.434205,1
17291,B,MacIntel,RED,LABEL,yellow,black,yellow,left,incongruent,foveal_unified,2,female,20,Right-handed,38,0.44906,1
17291,B,MacIntel,SIDE,RED,red,black,red,right,congruent,fov_dis,2,female,20,Right-handed,39,0.512345,1
17291,B,MacIntel,SIDE,GREEN,black,green,green,left,congruent,para_unified,2,female,20,Right-handed,40,0.51546,1
17291,B,MacIntel,MAIN,YELLOW,black,yellow,yellow,left,congruent,para_unified,2,female,20,Right-handed,41,0.483125,1
17291,B,MacIntel,GREEN,SHORT,blue,black,blue,right,incongruent,foveal_unified,2,female,20,Right-handed,42,0.566505,1
17291,B,MacIntel,SHORT,GREEN,yellow,black,yellow,right,incongruent,fov_dis,2,female,20,Right-handed,43,0.549195,1
17291,B,MacIntel,BLUE,SHORT,green,black,green,left,incongruent,foveal_unified,2,female,20,Right-handed,44,0.566205,1
17291,B,MacIntel,LABEL,YELLOW,black,green,green,right,incongruent,para_unified,2,female,20,Right-handed,45,0.65361,1
17291,B,MacIntel,GREEN,LABEL,green,black,green,right,congruent,foveal_unified,2,female,20,Right-handed,46,0.350425,1
17291,B,MacIntel,SHORT,GREEN,black,yellow,yellow,right,incongruent,para_unified,2,female,20,Right-handed,47,0.48253,1
17291,B,MacIntel,SIDE,YELLOW,red,black,red,left,incongruent,fov_dis,2,female,20,Right-handed,48,0.41608,1
17291,B,MacIntel,SHORT,YELLOW,black,yellow,yellow,right,congruent,para_unified,2,female,20,Right-handed,49,0.470275,1
17291,B,MacIntel,SHORT,RED,red,black,red,left,congruent,fov_dis,2,female,20,Right-handed,50,0.61697,1
