participant,group,OS,fovealword,parafovealword,fovealcolour,parafovealcolour,correctcolour,parafovealpositionword,congruency,condition,block,gender,age,handedness,trial,rt,acc
16470,A,MacIntel,GREEN,SHORT,green,black,green,left,congruent,foveal_unified,5,female,19,left-handed,35,0.246,1
16470,A,MacIntel,BLUE,MAIN,black,yellow,yellow,left,incongruent,para_dis,5,female,19,left-handed,36,0.328,1
16470,A,MacIntel,YELLOW,LABEL,black,yellow,yellow,left,congruent,para_dis,5,female,19,left-handed,37,0.316,1
16470,A,MacIntel,BLUE,SIDE,black,blue,blue,left,congruent,para_dis,5,female,19,left-handed,38,0.236,1
16470,A,MacIntel,SIDE,RED,black,blue,blue,left,incongruent,para_unified,5,female,19,left-handed,39,0.454,1
16470,A,MacIntel,YELLOW,LABEL,yellow,black,yellow,left,congruent,foveal_unified,5,female,19,left-handed,40,0.235,1
16470,A,MacIntel,MAIN,RED,red,black,red,left,congruent,fov_dis,5,female,19,left-handed,41,0.333,1
16470,A,MacIntel,SHORT,BLUE,black,green,green,right,incongruent,para_unified,5,female,19,left-handed,42,0.252,0
16470,A,MacIntel,BLUE,LABEL,black,blue,blue,right,congruent,para_dis,5,female,19,left-handed,43,0.331,1
16470,A,MacIntel,MAIN,RED,black,red,red,left,congruent,para_unified,5,female,19,left-handed,44,0.257,0
16470,A,MacIntel,GREEN,MAIN,yellow,black,yellow,right,incongruent,foveal_unified,5,female,19,left-handed,45,0.351,1
16470,A,MacIntel,GREEN,LABEL,blue,black,blue,left,incongruent,foveal_unified,5,female,19,left-handed,46,0.216,0
16470,A,MacIntel,LABEL,GREEN,black,yellow,yellow,left,incongruent,para_unified,5,female,19,left-handed,47,0.338,1
16470,A,MacIntel,GREEN,MAIN,black,yellow,yellow,right,incongruent,para_dis,5,female,19,left-handed,48,0.404,1
16470,A,MacIntel,LABEL,BLUE,black,blue,blue,right,congruent,para_unified,5,female,19,left-handed,49,0.385,1
16470,A,MacIntel,YELLOW,MAIN,yellow,black,yellow,right,congruent,foveal_unified,5,female,19,left-handed,50,0.298,1
16470,A,MacIntel,GREEN,SIDE,green,black,green,right,congruent,foveal_unified,5,female,19,left-handed,51,0.267,1
16470,A,MacIntel,YELLOW,SIDE,green,black,green,right,incongruent,foveal_unified,5,female,19,left-handed,52,0.435,1
16470,A,MacIntel,MAIN,YELLOW,black,yellow,yellow,right,congruent,para_unified,5,female,19,left-handed,53,0.304,1
16470,A,MacIntel,SIDE,GREEN,black,green,green,right,congruent,para_unified,5,female,19,left-handed,54,0.43,1
16470,A,MacIntel,SHORT,GREEN,green,black,green,left,congruent,fov_dis,5,female,19,left-handed,55,0.266,1
16470,A,MacIntel,SIDE,GREEN,green,black,green,right,congruent,fov_dis,5,female,19,left-handed,56,0.263,1
16470,A,MacIntel,SIDE,RED,blue,black,blue,left,incongruent,fov_dis,5,female,19,left-handed,57,0.447,1
16470,A,MacIntel,BLUE,LABEL,blue,black,blue,right,congruent,foveal_unified,5,female,19,left-handed,58,0.233,1
16470,A,MacIntel,SHORT,BLUE,green,black,green,right,incongruent,fov_dis,5,female,19,left-handed,59,0.352,1
16470,A,MacIntel,SHORT,YELLOW,green,black,green,left,incongruent,fov_dis,5,female,19,left-handed,60,0.185,1
16470,A,MacIntel,SHORT,RED,black,red,red,right,congruent,para_unified,5,female,19,left-handed,61,0.333,1
16470,A,MacIntel,LABEL,BLUE,blue,black,blue,right,congruent,fov_dis,5,female,19,left-handed,62,0.4,1
16470,A,MacIntel,RED,LABEL,black,blue,blue,right,incongruent,para_dis,5,female,19,left-handed,63,0.32,1
16470,A,MacIntel,RED,SHORT,black,red,red,right,congruent,para_dis,5,female,19,left-handed,64,0.297,0
16470,A,MacIntel,BLUE,SIDE,black,yellow,yellow,right,incongruent,para_dis,6,female,19,left-handed,1,0.307,0
16470,A,MacIntel,YELLOW,MAIN,yellow,black,yellow,left,congruent,foveal_unified,6,female,19,left-handed,2,0.195,1
16470,A,MacIntel,MAIN,GREEN,black,blue,blue,left,incongruent,para_unified,6,female,19,left-handed,3,0.401,0
16470,A,MacIntel,RED,SIDE,red,black,red,right,congruent,foveal_unified,6,female,19,left-handed,4,0.316,1
16470,A,MacIntel,SHORT,YELLOW,yellow,black,yellow,right,congruent,fov_dis,6,female,19,left-handed,5,0.264,0
16470,A,MacIntel,GREEN,LABEL,green,black,green,right,congruent,foveal_unified,6,female,19,left-handed,6,0.313,1
16470,A,MacIntel,LABEL,BLUE,blue,black,blue,left,congruent,fov_dis,6,female,19,left-handed,7,0.281,1
16470,A,MacIntel,SHORT,GREEN,black,yellow,yellow,right,incongruent,para_unified,6,female,19,left-handed,8,0.232,0
16470,A,MacIntel,GREEN,SHORT,blue,black,blue,right,incongruent,foveal_unified,6,female,19,left-handed,9,0.572,0
16470,A,MacIntel,YELLOW,SIDE,blue,black,blue,left,incongruent,foveal_unified,6,female,19,left-handed,10,0.33,0
16470,A,MacIntel,RED,SIDE,black,red,red,right,congruent,para_dis,6,female,19,left-handed,11,0.264,1
16470,A,MacIntel,YELLOW,SIDE,black,blue,blue,left,incongruent,para_dis,6,female,19,left-handed,12,0.275,0
16470,A,MacIntel,MAIN,BLUE,black,blue,blue,right,congruent,para_unified,6,female,19,left-handed,13,0.35,1
16470,A,MacIntel,BLUE,SHORT,black,green,green,left,incongruent,para_dis,6,female,19,left-handed,14,0.437,0
16470,A,MacIntel,YELLOW,LABEL,red,black,red,right,incongruent,foveal_unified,6,female,19,left-handed,15,0.253,0
16470,A,MacIntel,SHORT,RED,black,red,red,left,congruent,para_unified,6,female,19,left-handed,16,0.267,1
16470,A,MacIntel,MAIN,GREEN,blue,black,blue,left,incongruent,fov_dis,6,female,19,left-handed,17,0.367,0
16470,A,MacIntel,YELLOW,SHORT,yellow,black,yellow,right,congruent,foveal_unified,6,female,19,left-handed,18,0.313,1
16470,A,MacIntel,LABEL,BLUE,black,blue,blue,left,congruent,para_unified,6,female,19,left-handed,19,0.275,1
16470,A,MacIntel,RED,SHORT,black,red,red,left,congruent,para_dis,6,female,19,left-handed,20,0.355,1
16470,A,MacIntel,BLUE,MAIN,blue,black,blue,right,congruent,foveal_unified,6,female,19,left-handed,21,0.437,1
16470,A,MacIntel,SHORT,BLUE,black,yellow,yellow,left,incongruent,para_unified,6,female,19,left-handed,22,0.353,0
16470,A,MacIntel,YELLOW,MAIN,black,yellow,yellow,left,congruent,para_dis,6,female,19,left-handed,23,0.337,1
16470,A,MacIntel,BLUE,LABEL,blue,black,blue,left,congruent,foveal_unified,6,female,19,left-handed,24,0.283,0
16470,A,MacIntel,SIDE,GREEN,black,green,green,left,congruent,para_unified,6,female,19,left-handed,25,0.247,0
16470,A,MacIntel,RED,SHORT,red,black,red,left,congruent,foveal_unified,6,female,19,left-handed,26,0.231,1
16470,A,MacIntel,GREEN,SIDE,black,green,green,left,congruent,para_dis,6,female,19,left-handed,27,0.385,0
16470,A,MacIntel,MAIN,BLUE,blue,black,blue,right,congruent,fov_dis,6,female,19,left-handed,28,0.423,1
16470,A,MacIntel,LABEL,GREEN,green,black,green,right,congruent,fov_dis,6,female,19,left-handed,29,0.369,1
16470,A,MacIntel,YELLOW,SHORT,black,yellow,yellow,right,congruent,para_dis,6,female,19,left-handed,30,0.346,1
16470,A,MacIntel,MAIN,RED,blue,black,blue,right,incongruent,fov_dis,6,female,19,left-handed,31,0.48,0
16470,A,MacIntel,BLUE,SHORT,green,black,green,left,incongruent,foveal_unified,6,female,19,left-handed,32,0.304,0
16470,A,MacIntel,MAIN,YELLOW,yellow,black,yellow,left,congruent,fov_dis,6,female,19,left-handed,33,0.335,1
16470,A,MacIntel,LABEL,GREEN,black,green,green,right,congruent,para_unified,6,female,19,left-handed,34,0.304,1
16470,A,MacIntel,LABEL,RED,black,green,green,left,incongruent,para_unified,6,female,19,left-handed,35,0.351,0
16470,A,MacIntel,RED,MAIN,green,black,green,right,incongruent,foveal_unified,6,female,19,left-handed,36,0.289,0
16470,A,MacIntel,GREEN,SHORT,black,blue,blue,right,incongruent,para_dis,6,female,19,left-handed,37,0.339,0
16470,A,MacIntel,MAIN,RED,black,blue,blue,right,incongruent,para_unified,6,female,19,left-handed,38,0.292,0
16470,A,MacIntel,LABEL,YELLOW,green,black,green,right,incongruent,fov_dis,6,female,19,left-handed,39,0.384,0
16470,A,MacIntel,GREEN,MAIN,black,red,red,left,incongruent,para_dis,6,female,19,left-handed,40,0.466,0
16470,A,MacIntel,RED,LABEL,black,yellow,yellow,left,incongruent,para_dis,6,female,19,left-handed,41,0.229,0
16470,A,MacIntel,RED,LABEL,yellow,black,yellow,left,incongruent,foveal_unified,6,female,19,left-handed,42,0.297,0
16470,A,MacIntel,YELLOW,LABEL,black,red,red,right,incongruent,para_dis,6,female,19,left-handed,43,0.28,1
16470,A,MacIntel,LABEL,RED,green,black,green,left,incongruent,fov_dis,6,female,19,left-handed,44,0.335,0
16470,A,MacIntel,BLUE,SIDE,yellow,black,yellow,right,incongruent,foveal_unified,6,female,19,left-handed,45,0.419,0
16470,A,MacIntel,GREEN,MAIN,red,black,red,left,incongruent,foveal_unified,6,female,19,left-handed,46,0.373,0
16470,A,MacIntel,LABEL,YELLOW,black,green,green,right,incongruent,para_unified,6,female,19,left-handed,47,0.396,0
16470,A,MacIntel,BLUE,LABEL,black,blue,blue,left,congruent,para_dis,6,female,19,left-handed,48,0.371,1
16470,A,MacIntel,SIDE,YELLOW,black,red,red,left,incongruent,para_unified,6,female,19,left-handed,49,0.424,0
16470,A,MacIntel,GREEN,SIDE,green,black,green,left,congruent,foveal_unified,6,female,19,left-handed,50,0.313,1
16470,A,MacIntel,SIDE,RED,red,black,red,right,congruent,fov_dis,6,female,19,left-handed,51,0.314,0
16470,A,MacIntel,MAIN,YELLOW,black,yellow,yellow,left,congruent,para_unified,6,female,19,left-handed,52,0.477,1
16470,A,MacIntel,SIDE,RED,black,red,red,right,congruent,para_unified,6,female,19,left-handed,53,0.263,1
16470,A,MacIntel,SHORT,YELLOW,black,yellow,yellow,right,congruent,para_unified,6,female,19,left-handed,54,0.361,1
16470,A,MacIntel,SIDE,BLUE,red,black,red,right,incongruent,fov_dis,6,female,19,left-handed,55,0.447,0
16470,A,MacIntel,SHORT,BLUE,yellow,black,yellow,left,incongruent,fov_dis,6,female,19,left-handed,56,0.255,0
16470,A,MacIntel,RED,MAIN,black,green,green,right,incongruent,para_dis,6,female,19,left-handed,57,0.372,0
16470,A,MacIntel,SIDE,YELLOW,red,black,red,left,incongruent,fov_dis,6,female,19,left-handed,58,0.321,0
16470,A,MacIntel,BLUE,MAIN,black,blue,blue,right,congruent,para_dis,6,female,19,left-handed,59,0.348,0
16470,A,MacIntel,SIDE,BLUE,black,red,red,right,incongruent,para_unified,6,female,19,left-handed,60,0.404,0
16470,A,MacIntel,GREEN,LABEL,black,green,green,right,congruent,para_dis,6,female,19,left-handed,61,0.384,1
16470,A,MacIntel,SHORT,GREEN,yellow,black,yellow,right,incongruent,fov_dis,6,female,19,left-handed,62,0.379,0
16470,A,MacIntel,SIDE,GREEN,green,black,green,left,congruent,fov_dis,6,female,19,left-handed,63,0.398,1
16470,A,MacIntel,SHORT,RED,red,black,red,left,congruent,fov_dis,6,female,19,left-handed,64,0.422,1
16470,A,MacIntel,SIDE,YELLOW,black,yellow,yellow,right,congruent,para_unified,7,female,19,left-handed,1,0.365,1
16470,A,MacIntel,RED,MAIN,green,black,green,left,incongruent,foveal_unified,7,female,19,left-handed,2,0.355,1
16470,A,MacIntel,BLUE,SHORT,black,blue,blue,right,congruent,para_dis,7,female,19,left-handed,3,0.395,1
16470,A,MacIntel,YELLOW,SIDE,yellow,black,yellow,right,congruent,foveal_unified,7,female,19,left-handed,4,0.347,1
16470,A,MacIntel,MAIN,RED,blue,black,blue,left,incongruent,fov_dis,7,female,19,left-handed,5,0.452,1
16470,A,MacIntel,MAIN,RED,black,blue,blue,left,incongruent,para_unified,7,female,19,left-handed,6,0.295,1
16470,A,MacIntel,SHORT,GREEN,black,yellow,yellow,left,incongruent,para_unified,7,female,19,left-handed,7,0.331,0
16470,A,MacIntel,LABEL,GREEN,black,green,green,left,congruent,para_unified,7,female,19,left-handed,8,0.313,0
16470,A,MacIntel,GREEN,SHORT,blue,black,blue,left,incongruent,foveal_unified,7,female,19,left-handed,9,0.386,1
16470,A,MacIntel,YELLOW,MAIN,green,black,green,right,incongruent,foveal_unified,7,female,19,left-handed,10,0.346,0
16470,A,MacIntel,GREEN,SHORT,black,blue,blue,left,incongruent,para_dis,7,female,19,left-handed,11,0.379,1
16470,A,MacIntel,SHORT,YELLOW,yellow,black,yellow,left,congruent,fov_dis,7,female,19,left-handed,12,0.38,1
16470,A,MacIntel,LABEL,RED,red,black,red,right,congruent,fov_dis,7,female,19,left-handed,13,0.253,1
16470,A,MacIntel,MAIN,BLUE,black,blue,blue,left,congruent,para_unified,7,female,19,left-handed,14,0.314,1
16470,A,MacIntel,YELLOW,SHORT,black,yellow,yellow,left,congruent,para_dis,7,female,19,left-handed,15,0.346,1
16470,A,MacIntel,SIDE,YELLOW,yellow,black,yellow,right,congruent,fov_dis,7,female,19,left-handed,16,0.312,1
16470,A,MacIntel,GREEN,SIDE,black,yellow,yellow,right,incongruent,para_dis,7,female,19,left-handed,17,0.252,1
16470,A,MacIntel,SIDE,RED,black,red,red,left,congruent,para_unified,7,female,19,left-handed,18,0.503,1
16470,A,MacIntel,RED,SIDE,red,black,red,left,congruent,foveal_unified,7,female,19,left-handed,19,0.32,1
16470,A,MacIntel,YELLOW,SIDE,black,yellow,yellow,right,congruent,para_dis,7,female,19,left-handed,20,0.214,1
16470,A,MacIntel,SHORT,RED,black,yellow,yellow,right,incongruent,para_unified,7,female,19,left-handed,21,0.371,1
16470,A,MacIntel,SHORT,GREEN,yellow,black,yellow,left,incongruent,fov_dis,7,female,19,left-handed,22,0.204,1
16470,A,MacIntel,MAIN,GREEN,black,green,green,right,congruent,para_unified,7,female,19,left-handed,23,0.234,0
16470,A,MacIntel,GREEN,MAIN,green,black,green,right,congruent,foveal_unified,7,female,19,left-handed,24,0.378,1
16470,A,MacIntel,GREEN,LABEL,black,green,green,left,congruent,para_dis,7,female,19,left-handed,25,0.296,1
16470,A,MacIntel,RED,LABEL,black,red,red,right,congruent,para_dis,7,female,19,left-handed,26,0.363,1
16470,A,MacIntel,MAIN,GREEN,green,black,green,right,congruent,fov_dis,7,female,19,left-handed,27,0.298,1
16470,A,MacIntel,YELLOW,LABEL,red,black,red,left,incongruent,foveal_unified,7,female,19,left-handed,28,0.404,1
16470,A,MacIntel,GREEN,LABEL,green,black,green,left,congruent,foveal_unified,7,female,19,left-handed,29,0.331,1
16470,A,MacIntel,LABEL,YELLOW,black,green,green,left,incongruent,para_unified,7,female,19,left-handed,30,0.3,1
16470,A,MacIntel,SHORT,YELLOW,black,yellow,yellow,left,congruent,para_unified,7,female,19,left-handed,31,0.416,1
16470,A,MacIntel,YELLOW,SHORT,yellow,black,yellow,left,congruent,foveal_unified,7,female,19,left-handed,32,0.396,1
16470,A,MacIntel,BLUE,SIDE,black,yellow,yellow,left,incongruent,para_dis,7,female,19,left-handed,33,0.328,1
16470,A,MacIntel,BLUE,LABEL,red,black,red,right,incongruent,foveal_unified,7,female,19,left-handed,34,0.204,1
16470,A,MacIntel,SIDE,BLUE,black,red,red,left,incongruent,para_unified,7,female,19,left-handed,35,0.246,1
16470,A,MacIntel,SIDE,RED,red,black,red,left,congruent,fov_dis,7,female,19,left-handed,36,0.195,1
16470,A,MacIntel,LABEL,GREEN,green,black,green,left,congruent,fov_dis,7,female,19,left-handed,37,0.332,1
16470,A,MacIntel,RED,MAIN,black,green,green,left,incongruent,para_dis,7,female,19,left-handed,38,0.502,1
16470,A,MacIntel,MAIN,BLUE,blue,black,blue,left,congruent,fov_dis,7,female,19,left-handed,39,0.326,0
16470,A,MacIntel,BLUE,LABEL,black,red,red,right,incongruent,para_dis,7,female,19,left-handed,40,0.429,1
16470,A,MacIntel,SIDE,BLUE,red,black,red,left,incongruent,fov_dis,7,female,19,left-handed,41,0.27,1
16470,A,MacIntel,BLUE,SIDE,yellow,black,yellow,left,incongruent,foveal_unified,7,female,19,left-handed,42,0.579,1
16470,A,MacIntel,SIDE,GREEN,red,black,red,right,incongruent,fov_dis,7,female,19,left-handed,43,0.429,1
16470,A,MacIntel,RED,SIDE,black,red,red,left,congruent,para_dis,7,female,19,left-handed,44,0.305,1
16470,A,MacIntel,RED,LABEL,red,black,red,right,congruent,foveal_unified,7,female,19,left-handed,45,0.239,1
16470,A,MacIntel,SIDE,GREEN,black,red,red,right,incongruent,para_unified,7,female,19,left-handed,46,0.32,1
16470,A,MacIntel,LABEL,BLUE,green,black,green,right,incongruent,fov_dis,7,female,19,left-handed,47,0.398,1
16470,A,MacIntel,MAIN,YELLOW,black,blue,blue,right,incongruent,para_unified,7,female,19,left-handed,48,0.488,0
16470,A,MacIntel,SHORT,BLUE,blue,black,blue,right,congruent,fov_dis,7,female,19,left-handed,49,0.421,1
16470,A,MacIntel,RED,SHORT,blue,black,blue,right,incongruent,foveal_unified,7,female,19,left-handed,50,0.295,1
16470,A,MacIntel,LABEL,YELLOW,green,black,green,left,incongruent,fov_dis,7,female,19,left-handed,51,0.249,1
16470,A,MacIntel,GREEN,SIDE,yellow,black,yellow,right,incongruent,foveal_unified,7,female,19,left-handed,52,0.278,1
16470,A,MacIntel,BLUE,MAIN,blue,black,blue,left,congruent,foveal_unified,7,female,19,left-handed,53,0.411,1
16470,A,MacIntel,GREEN,MAIN,black,green,green,right,congruent,para_dis,7,female,19,left-handed,54,4.651,0
16470,A,MacIntel,YELLOW,LABEL,black,red,red,left,incongruent,para_dis,7,female,19,left-handed,55,0.396,1
16470,A,MacIntel,SHORT,RED,yellow,black,yellow,right,incongruent,fov_dis,7,female,19,left-handed,56,0.281,1
16470,A,MacIntel,MAIN,YELLOW,blue,black,blue,right,incongruent,fov_dis,7,female,19,left-handed,57,0.385,1
16470,A,MacIntel,LABEL,RED,black,red,red,right,congruent,para_unified,7,female,19,left-handed,58,0.369,0
16470,A,MacIntel,LABEL,BLUE,black,green,green,right,incongruent,para_unified,7,female,19,left-handed,59,0.554,1
16470,A,MacIntel,BLUE,SHORT,blue,black,blue,right,congruent,foveal_unified,7,female,19,left-handed,60,0.355,1
16470,A,MacIntel,BLUE,MAIN,black,blue,blue,left,congruent,para_dis,7,female,19,left-handed,61,0.302,1
16470,A,MacIntel,RED,SHORT,black,blue,blue,right,incongruent,para_dis,7,female,19,left-handed,62,0.335,1
16470,A,MacIntel,SHORT,BLUE,black,blue,blue,right,congruent,para_unified,7,female,19,left-handed,63,0.215,1
16470,A,MacIntel,YELLOW,MAIN,black,green,green,right,incongruent,para_dis,7,female,19,left-handed,64,0.275,0
16470,A,MacIntel,GREEN,LABEL,black,blue,blue,right,incongruent,para_dis,8,female,19,left-handed,1,0.283,0
16470,A,MacIntel,SHORT,GREEN,black,green,green,right,congruent,para_unified,8,female,19,left-handed,2,0.262,1
16470,A,MacIntel,BLUE,SIDE,blue,black,blue,right,congruent,foveal_unified,8,female,19,left-handed,3,0.385,1
16470,A,MacIntel,RED,MAIN,black,red,red,right,congruent,para_dis,8,female,19,left-handed,4,0.564,1
16470,A,MacIntel,GREEN,MAIN,black,green,green,left,congruent,para_dis,8,female,19,left-handed,5,0.242,0
16470,A,MacIntel,LABEL,RED,black,red,red,left,congruent,para_unified,8,female,19,left-handed,6,0.377,1
16470,A,MacIntel,YELLOW,SHORT,red,black,red,right,incongruent,foveal_unified,8,female,19,left-handed,7,0.436,0
16470,A,MacIntel,YELLOW,LABEL,yellow,black,yellow,right,congruent,foveal_unified,8,female,19,left-handed,8,0.35,1
16470,A,MacIntel,GREEN,SHORT,green,black,green,right,congruent,foveal_unified,8,female,19,left-handed,9,0.391,1
16470,A,MacIntel,RED,SIDE,black,green,green,right,incongruent,para_dis,8,female,19,left-handed,10,0.247,0
16470,A,MacIntel,SHORT,RED,black,green,green,left,incongruent,para_unified,8,female,19,left-handed,11,0.32,0
16470,A,MacIntel,BLUE,SIDE,black,blue,blue,right,congruent,para_dis,8,female,19,left-handed,12,0.57,1
16470,A,MacIntel,LABEL,YELLOW,black,yellow,yellow,right,congruent,para_unified,8,female,19,left-handed,13,0.262,1
16470,A,MacIntel,LABEL,RED,red,black,red,left,congruent,fov_dis,8,female,19,left-handed,14,0.391,1
16470,A,MacIntel,MAIN,YELLOW,black,red,red,left,incongruent,para_unified,8,female,19,left-handed,15,0.31,0
16470,A,MacIntel,SIDE,YELLOW,black,yellow,yellow,left,congruent,para_unified,8,female,19,left-handed,16,0.348,1
16470,A,MacIntel,GREEN,SIDE,black,red,red,left,incongruent,para_dis,8,female,19,left-handed,17,0.336,0
16470,A,MacIntel,SHORT,YELLOW,green,black,green,right,incongruent,fov_dis,8,female,19,left-handed,18,0.346,0
16470,A,MacIntel,RED,MAIN,red,black,red,right,congruent,foveal_unified,8,female,19,left-handed,19,0.278,0
16470,A,MacIntel,MAIN,YELLOW,red,black,red,left,incongruent,fov_dis,8,female,19,left-handed,20,0.252,0
16470,A,MacIntel,RED,SHORT,yellow,black,yellow,left,incongruent,foveal_unified,8,female,19,left-handed,21,0.349,0
16470,A,MacIntel,YELLOW,SIDE,yellow,black,yellow,left,congruent,foveal_unified,8,female,19,left-handed,22,0.28,1
16470,A,MacIntel,YELLOW,MAIN,blue,black,blue,left,incongruent,foveal_unified,8,female,19,left-handed,23,0.401,0
16470,A,MacIntel,GREEN,LABEL,blue,black,blue,right,incongruent,foveal_unified,8,female,19,left-handed,24,0.405,0
16470,A,MacIntel,SIDE,RED,black,blue,blue,right,incongruent,para_unified,8,female,19,left-handed,25,0.566,0
16470,A,MacIntel,RED,LABEL,black,red,red,left,congruent,para_dis,8,female,19,left-handed,26,0.385,1
16470,A,MacIntel,YELLOW,LABEL,black,yellow,yellow,right,congruent,para_dis,8,female,19,left-handed,27,0.397,1
16470,A,MacIntel,SIDE,GREEN,black,blue,blue,left,incongruent,para_unified,8,female,19,left-handed,28,0.329,0
16470,A,MacIntel,MAIN,BLUE,black,red,red,right,incongruent,para_unified,8,female,19,left-handed,29,0.467,0
16470,A,MacIntel,BLUE,LABEL,green,black,green,left,incongruent,foveal_unified,8,female,19,left-handed,30,0.383,0
16470,A,MacIntel,SHORT,YELLOW,black,green,green,right,incongruent,para_unified,8,female,19,left-handed,31,0.396,0
16470,A,MacIntel,LABEL,YELLOW,yellow,black,yellow,right,congruent,fov_dis,8,female,19,left-handed,32,0.353,1
16470,A,MacIntel,RED,SHORT,black,yellow,yellow,left,incongruent,para_dis,8,female,19,left-handed,33,0.367,0
16470,A,MacIntel,SIDE,BLUE,blue,black,blue,right,congruent,fov_dis,8,female,19,left-handed,34,0.447,1
16470,A,MacIntel,BLUE,SHORT,blue,black,blue,left,congruent,foveal_unified,8,female,19,left-handed,35,0.316,1
16470,A,MacIntel,SHORT,RED,green,black,green,left,incongruent,fov_dis,8,female,19,left-handed,36,0.282,1
16470,A,MacIntel,SHORT,BLUE,black,blue,blue,left,congruent,para_unified,8,female,19,left-handed,37,0.418,1
16470,A,MacIntel,LABEL,BLUE,yellow,black,yellow,left,incongruent,fov_dis,8,female,19,left-handed,38,0.27,0
16470,A,MacIntel,RED,SIDE,green,black,green,right,incongruent,foveal_unified,8,female,19,left-handed,39,0.297,0
16470,A,MacIntel,YELLOW,MAIN,black,blue,blue,left,incongruent,para_dis,8,female,19,left-handed,40,0.387,0
16470,A,MacIntel,MAIN,GREEN,green,black,green,left,congruent,fov_dis,8,female,19,left-handed,41,0.418,1
16470,A,MacIntel,BLUE,MAIN,black,yellow,yellow,right,incongruent,para_dis,8,female,19,left-handed,42,0.362,0
16470,A,MacIntel,LABEL,GREEN,black,yellow,yellow,right,incongruent,para_unified,8,female,19,left-handed,43,0.28,0
16470,A,MacIntel,MAIN,GREEN,black,green,green,left,congruent,para_unified,8,female,19,left-handed,44,0.324,1
16470,A,MacIntel,SHORT,BLUE,blue,black,blue,left,congruent,fov_dis,8,female,19,left-handed,45,0.37,1
16470,A,MacIntel,MAIN,RED,black,red,red,right,congruent,para_unified,8,female,19,left-handed,46,0.34,1
16470,A,MacIntel,LABEL,GREEN,yellow,black,yellow,right,incongruent,fov_dis,8,female,19,left-handed,47,0.387,0
16470,A,MacIntel,MAIN,BLUE,red,black,red,right,incongruent,fov_dis,8,female,19,left-handed,48,0.202,0
16470,A,MacIntel,RED,LABEL,red,black,red,left,congruent,foveal_unified,8,female,19,left-handed,49,0.22,1
16470,A,MacIntel,YELLOW,SHORT,black,red,red,right,incongruent,para_dis,8,female,19,left-handed,50,0.203,0
16470,A,MacIntel,BLUE,LABEL,black,green,green,left,incongruent,para_dis,8,female,19,left-handed,51,0.317,0
16470,A,MacIntel,BLUE,MAIN,yellow,black,yellow,right,incongruent,foveal_unified,8,female,19,left-handed,52,0.319,0
16470,A,MacIntel,GREEN,MAIN,green,black,green,left,congruent,foveal_unified,8,female,19,left-handed,53,0.354,1
16470,A,MacIntel,LABEL,BLUE,black,yellow,yellow,left,incongruent,para_unified,8,female,19,left-handed,54,0.471,0
16470,A,MacIntel,SIDE,RED,blue,black,blue,right,incongruent,fov_dis,8,female,19,left-handed,55,0.496,0
16470,A,MacIntel,SHORT,GREEN,green,black,green,right,congruent,fov_dis,8,female,19,left-handed,56,0.387,1
16470,A,MacIntel,BLUE,SHORT,black,blue,blue,left,congruent,para_dis,8,female,19,left-handed,57,0.297,1
16470,A,MacIntel,SIDE,GREEN,blue,black,blue,left,incongruent,fov_dis,8,female,19,left-handed,58,0.346,0
16470,A,MacIntel,SIDE,YELLOW,yellow,black,yellow,left,congruent,fov_dis,8,female,19,left-handed,59,0.434,1
16470,A,MacIntel,YELLOW,SIDE,black,yellow,yellow,left,congruent,para_dis,8,female,19,left-handed,60,0.462,1
16470,A,MacIntel,MAIN,RED,red,black,red,right,congruent,fov_dis,8,female,19,left-handed,61,0.167,1
16470,A,MacIntel,GREEN,SIDE,red,black,red,left,incongruent,foveal_unified,8,female,19,left-handed,62,0.136,0
16470,A,MacIntel,SIDE,BLUE,black,blue,blue,right,congruent,para_unified,8,female,19,left-handed,63,0.246,0
16470,A,MacIntel,GREEN,SHORT,black,green,green,right,congruent,para_dis,8,female,19,left-handed,64,0.436,1
16557,A,Win32,SIDE,GREEN,green,black,green,right,congruent,fov_dis,1,female,20,right-handed,1,0.49635,1
16557,A,Win32,BLUE,MAIN,yellow,black,yellow,left,incongruent,foveal_unified,1,female,20,right-handed,2,0.742495,1
16557,A,Win32,YELLOW,MAIN,black,yellow,yellow,right,congruent,para_dis,1,female,20,right-handed,3,0.43046,1
16557,A,Win32,YELLOW,LABEL,black,yellow,yellow,left,congruent,para_dis,1,female,20,right-handed,4,0.48782,1
16557,A,Win32,RED,SIDE,green,black,green,left,incongruent,foveal_unified,1,female,20,right-handed,5,0.382475,1
16557,A,Win32,YELLOW,MAIN,yellow,black,yellow,right,congruent,foveal_unified,1,female,20,right-handed,6,0.36287,1
16557,A,Win32,RED,SHORT,black,red,red,right,congruent,para_dis,1,female,20,right-handed,7,0.269265,0
16557,A,Win32,GREEN,LABEL,black,blue,blue,left,incongruent,para_dis,1,female,20,right-handed,8,0.48985,1
16557,A,Win32,BLUE,SHORT,black,red,red,right,incongruent,para_dis,1,female,20,right-handed,9,0.36803,0
16557,A,Win32,MAIN,GREEN,red,black,red,right,incongruent,fov_dis,1,female,20,right-handed,10,0.413525,1
16557,A,Win32,MAIN,BLUE,red,black,red,left,incongruent,fov_dis,1,female,20,right-handed,11,0.250155,1
16557,A,Win32,YELLOW,SHORT,black,red,red,left,incongruent,para_dis,1,female,20,right-handed,12,0.509635,1
