pp,Age,Valence,vidrep,mean_accuracy,mean_z_score,mean_rt
EPI_Y_17996,Age: young,Neutral,Video repetition: 2,0.5555555555555556,0.5141981087139196,3.40656
EPI_Y_17996,Age: young,Neutral,Video repetition: 3,0.7,-0.182601469861527,2.8424714285714288
EPI_Y_17996,Age: young,Negative,Video repetition: 1,0.5,-0.099580989355273,2.90968
EPI_Y_17996,Age: young,Negative,Video repetition: 2,0.7,0.10869196033800854,3.0782857142857143
EPI_Y_17996,Age: young,Negative,Video repetition: 3,0.5,0.2639208122644766,3.20395
EPI_Y_17996,Age: young,Positive,Video repetition: 1,0.4444444444444444,0.3788932191892677,3.297025
EPI_Y_17996,Age: young,Positive,Video repetition: 2,0.6,0.27822931308151155,3.2155333333333336
EPI_Y_17996,Age: young,Positive,Video repetition: 3,0.4,-0.41701971222965145,2.6527
EPI_Y_18025,Age: young,Neutral,Video repetition: 1,0.6666666666666666,0.3383070194596655,3.026133333333333
EPI_Y_18025,Age: young,Neutral,Video repetition: 2,0.5714285714285714,-0.3367764848318678,2.476625
EPI_Y_18025,Age: young,Neutral,Video repetition: 3,0.625,0.16015483632201913,2.88112
EPI_Y_18025,Age: young,Negative,Video repetition: 1,0.625,0.6082953753410792,3.2459
EPI_Y_18025,Age: young,Negative,Video repetition: 2,0.5714285714285714,0.10598312441882958,2.837025
EPI_Y_18025,Age: young,Negative,Video repetition: 3,0.8888888888888888,0.04782792740743963,2.7896875
EPI_Y_18025,Age: young,Positive,Video repetition: 1,0.8571428571428571,-0.5542557296365421,2.2996
EPI_Y_18025,Age: young,Positive,Video repetition: 2,0.6,-0.2498892113461418,2.54735
EPI_Y_18025,Age: young,Positive,Video repetition: 3,0.5714285714285714,-0.1266683766961837,2.64765
EPI_Y_18070,Age: young,Neutral,Video repetition: 1,0.8571428571428571,0.0177733703509189,2.418633333333333
EPI_Y_18070,Age: young,Neutral,Video repetition: 2,0.9166666666666666,-0.20878482629812067,2.2248636363636365
EPI_Y_18070,Age: young,Neutral,Video repetition: 3,0.8,0.3469849923645374,2.7001999999999997
EPI_Y_18070,Age: young,Negative,Video repetition: 1,0.8181818181818182,0.5120779757728112,2.8414
EPI_Y_18070,Age: young,Negative,Video repetition: 2,0.75,0.4128117272504144,2.7565
EPI_Y_18070,Age: young,Negative,Video repetition: 3,0.7777777777777778,0.08716899105780965,2.4779857142857145
EPI_Y_18070,Age: young,Positive,Video repetition: 1,0.5,0.2104208247860221,2.5834
EPI_Y_18070,Age: young,Positive,Video repetition: 2,0.75,-0.4145823925007534,2.04885
EPI_Y_18070,Age: young,Positive,Video repetition: 3,1,-0.3799035122749078,2.07851
EPI_Y_18073,Age: young,Neutral,Video repetition: 1,0.6666666666666666,-0.03566925041023845,2.5794
EPI_Y_18073,Age: young,Neutral,Video repetition: 2,0.7272727272727273,0.11521702178070192,2.6647625
EPI_Y_18073,Age: young,Neutral,Video repetition: 3,0.5,0.21833405682464951,2.7231
EPI_Y_18073,Age: young,Negative,Video repetition: 1,0.4,-0.4051848480264761,2.37035
EPI_Y_18073,Age: young,Negative,Video repetition: 2,0.625,-0.587194037629652,2.26738
EPI_Y_18073,Age: young,Negative,Video repetition: 3,0.6,0.9507956930785368,3.1374833333333334
EPI_Y_18073,Age: young,Positive,Video repetition: 1,0.7,0.06821479432227262,2.638171428571429
EPI_Y_18073,Age: young,Positive,Video repetition: 2,1,0.12139918299889252,2.66826
EPI_Y_18073,Age: young,Positive,Video repetition: 3,0.2222222222222222,-0.7849524928379976,2.1555
EPI_Y_18076,Age: young,Neutral,Video repetition: 1,0.5,-0.1904345326988295,2.0456666666666665
EPI_Y_18076,Age: young,Neutral,Video repetition: 2,0.6666666666666666,-0.5730634243577776,1.8065
EPI_Y_18076,Age: young,Neutral,Video repetition: 3,0.7272727272727273,-0.5868620620883355,1.797875
EPI_Y_18076,Age: young,Negative,Video repetition: 1,0.3333333333333333,1.20409445920103,2.9173333333333336
EPI_Y_18076,Age: young,Negative,Video repetition: 2,0.75,0.01354532940506959,2.1731666666666665
EPI_Y_18076,Age: young,Negative,Video repetition: 3,0.8571428571428571,-0.5479992321515469,1.8221666666666667
EPI_Y_18076,Age: young,Positive,Video repetition: 1,0.75,0.605220249677687,2.543
EPI_Y_18076,Age: young,Positive,Video repetition: 2,0.7777777777777778,-0.30988940619235467,1.971
EPI_Y_18076,Age: young,Positive,Video repetition: 3,0.8333333333333334,0.11534861221718554,2.2368
EPI_Y_18079,Age: young,Neutral,Video repetition: 1,0.8333333333333334,0.2681325043308579,3.10456
EPI_Y_18079,Age: young,Neutral,Video repetition: 2,1,-0.17118099380824597,2.73215
EPI_Y_18079,Age: young,Neutral,Video repetition: 3,0.7142857142857143,-0.05218968702998704,2.83302
EPI_Y_18079,Age: young,Negative,Video repetition: 1,0.5833333333333334,0.3804149724018097,3.1997428571428572
EPI_Y_18079,Age: young,Negative,Video repetition: 2,1,0.05035729718964268,2.91995
EPI_Y_18079,Age: young,Negative,Video repetition: 3,1,-0.1511662635778723,2.7491166666666667
EPI_Y_18079,Age: young,Positive,Video repetition: 1,1,-0.29480832552591757,2.62735
EPI_Y_18079,Age: young,Positive,Video repetition: 2,0.5714285714285714,0.6304797309249284,3.4117249999999997
EPI_Y_18079,Age: young,Positive,Video repetition: 3,0.9090909090909092,-0.4944994964530881,2.45807
EPI_Y_18086,Age: young,Neutral,Video repetition: 1,0.7,0.41742044884496177,2.835185714285714
EPI_Y_18086,Age: young,Neutral,Video repetition: 2,0.625,-0.18817009629972128,2.40112
EPI_Y_18086,Age: young,Neutral,Video repetition: 3,0.8333333333333334,-0.23222920713536951,2.36954
EPI_Y_18086,Age: young,Negative,Video repetition: 1,0.3333333333333333,1.393702659836536,3.5349500000000003
EPI_Y_18086,Age: young,Negative,Video repetition: 2,0.6666666666666666,-0.3994599012555395,2.249675
EPI_Y_18086,Age: young,Negative,Video repetition: 3,0.75,-0.2221778639977177,2.3767444444444443
EPI_Y_18086,Age: young,Positive,Video repetition: 1,0.5,0.8044573950665543,3.1126
EPI_Y_18086,Age: young,Positive,Video repetition: 2,0.7,-0.30822150687035516,2.3150714285714287
EPI_Y_18086,Age: young,Positive,Video repetition: 3,0.6666666666666666,-0.2675476488961178,2.344225
EPI_Y_18098,Age: young,Neutral,Video repetition: 1,0.7777777777777778,-0.6450925299762651,1.268
EPI_Y_18098,Age: young,Neutral,Video repetition: 2,0.875,-0.5041479435948962,1.3292857142857142
EPI_Y_18098,Age: young,Neutral,Video repetition: 3,0.8,0.3058727503987282,1.6815
EPI_Y_18098,Age: young,Negative,Video repetition: 1,0.7142857142857143,-0.2748255163356993,1.429
EPI_Y_18098,Age: young,Negative,Video repetition: 2,0.7777777777777778,0.0244763908750862,1.5591428571428572
EPI_Y_18098,Age: young,Negative,Video repetition: 3,0.7142857142857143,0.15569612933830004,1.6162
EPI_Y_18098,Age: young,Positive,Video repetition: 1,0.625,-0.1943326872834024,1.464
EPI_Y_18098,Age: young,Positive,Video repetition: 2,1,-0.10602055483745386,1.5024
EPI_Y_18098,Age: young,Positive,Video repetition: 3,0.7272727272727273,0.0103490780210096,1.553
EPI_Y_18595,Age: young,Neutral,Video repetition: 1,0.7777777777777778,0.2905250262480256,2.2077142857142857
EPI_Y_18595,Age: young,Neutral,Video repetition: 2,0.875,-0.32881810595860483,1.7347142857142857
EPI_Y_18595,Age: young,Neutral,Video repetition: 3,0.8571428571428571,-0.48535298297508983,1.6151666666666666
EPI_Y_18595,Age: young,Negative,Video repetition: 1,0.5,0.32843508608711053,2.236666666666667
EPI_Y_18595,Age: young,Negative,Video repetition: 2,0.75,-0.4545822353918852,1.6386666666666667
EPI_Y_18595,Age: young,Negative,Video repetition: 3,0,NA,NA
EPI_Y_18595,Age: young,Positive,Video repetition: 1,0.5,0.21855514702226253,2.1527499999999997
EPI_Y_18595,Age: young,Positive,Video repetition: 2,0.6666666666666666,-0.18702949399465868,1.843
EPI_Y_18595,Age: young,Positive,Video repetition: 3,0.75,-0.01986358868448291,1.9706666666666663
EPI_Y_18603,Age: young,Neutral,Video repetition: 1,0.7142857142857143,-0.4849433189624278,2.55616
EPI_Y_18603,Age: young,Neutral,Video repetition: 2,0.875,-0.16188703972617016,2.8359714285714284
EPI_Y_18603,Age: young,Neutral,Video repetition: 3,1,-0.00440229907340397,2.972375
EPI_Y_18603,Age: young,Negative,Video repetition: 1,0.4,-0.34467704190293347,2.67765
EPI_Y_18603,Age: young,Negative,Video repetition: 2,0.6666666666666666,-0.5632141106005871,2.488366666666667
EPI_Y_18603,Age: young,Negative,Video repetition: 3,0.7,0.5500744521720623,3.4526285714285714
EPI_Y_18603,Age: young,Positive,Video repetition: 1,0.6666666666666666,-0.2594856852601853,2.7514375
EPI_Y_18603,Age: young,Positive,Video repetition: 2,0.3333333333333333,0.8909800740977576,3.7479
EPI_Y_18603,Age: young,Positive,Video repetition: 3,0.6666666666666666,0.3492074960241073,3.27865
EPI_Y_18732,Age: young,Neutral,Video repetition: 1,0.5,-0.29684100034582656,2.062666666666667
EPI_Y_18732,Age: young,Neutral,Video repetition: 2,0.7692307692307693,-0.5823670354395865,1.8583
EPI_Y_18732,Age: young,Neutral,Video repetition: 3,0.6,-0.12220021880911144,2.187666666666667
EPI_Y_18732,Age: young,Negative,Video repetition: 1,0.6666666666666666,0.7302796494654402,2.797833333333333
EPI_Y_18732,Age: young,Negative,Video repetition: 2,1,0.3644654257398678,2.536
EPI_Y_18732,Age: young,Negative,Video repetition: 3,0.8181818181818182,0.4305960683484372,2.5833333333333335
EPI_Y_18732,Age: young,Positive,Video repetition: 1,0.75,-0.23234033836493315,2.108833333333333
EPI_Y_18732,Age: young,Positive,Video repetition: 2,0.8571428571428571,-0.09705194626782455,2.2056666666666667
EPI_Y_18732,Age: young,Positive,Video repetition: 3,0.625,-0.6375535224051885,1.8188
EPI_Y_18739,Age: young,Neutral,Video repetition: 1,0.75,-0.3670923789308162,2.14665
EPI_Y_18739,Age: young,Neutral,Video repetition: 2,0.7777777777777778,-0.24089418813135147,2.2301714285714285
EPI_Y_18739,Age: young,Neutral,Video repetition: 3,0.6666666666666666,0.19736742419134287,2.520225
EPI_Y_18739,Age: young,Negative,Video repetition: 1,0.625,-0.19703295086041803,2.2592
EPI_Y_18739,Age: young,Negative,Video repetition: 2,0.8888888888888888,-0.22458922646622775,2.2409625
EPI_Y_18739,Age: young,Negative,Video repetition: 3,0.7142857142857143,0.490004116608352,2.7139
EPI_Y_18739,Age: young,Positive,Video repetition: 1,0.7142857142857143,0.02791993808779061,2.40808
EPI_Y_18739,Age: young,Positive,Video repetition: 2,0.6666666666666666,0.28594791260206776,2.57885
EPI_Y_18739,Age: young,Positive,Video repetition: 3,0.9090909090909092,-0.05980685350498867,2.35002
EPI_Y_18744,Age: young,Neutral,Video repetition: 1,1,-0.5880100607084338,1.75383
EPI_Y_18744,Age: young,Neutral,Video repetition: 2,0.5555555555555556,0.7508954141688469,2.658
EPI_Y_18744,Age: young,Neutral,Video repetition: 3,0.6,0.00392465456545797,2.153566666666667
EPI_Y_18744,Age: young,Negative,Video repetition: 1,0.5,-0.02075553969884486,2.1369
EPI_Y_18744,Age: young,Negative,Video repetition: 2,0.6666666666666666,0.24808581642220565,2.31845
EPI_Y_18744,Age: young,Negative,Video repetition: 3,0.6,0.03156647214147692,2.1722333333333332
EPI_Y_18744,Age: young,Positive,Video repetition: 1,0.6,-0.3018629523692539,1.9470666666666667
EPI_Y_18744,Age: young,Positive,Video repetition: 2,0.5,0.7135789604412214,2.6328
EPI_Y_18744,Age: young,Positive,Video repetition: 3,0.875,-0.3636057469344642,1.9053714285714285
EPI_Y_18797,Age: young,Neutral,Video repetition: 1,0.8181818181818182,0.21798262212029829,1.7476666666666667
EPI_Y_18797,Age: young,Neutral,Video repetition: 2,0.8,-0.4844827097637933,1.38525
EPI_Y_18797,Age: young,Neutral,Video repetition: 3,1,-0.01192980680676909,1.62905
EPI_Y_18797,Age: young,Negative,Video repetition: 1,1,0.4923785995414744,1.889233333333333
EPI_Y_18797,Age: young,Negative,Video repetition: 2,0.8333333333333334,-0.2699343880725997,1.49594
EPI_Y_18797,Age: young,Negative,Video repetition: 3,0.8333333333333334,0.14474144481758003,1.70988
EPI_Y_18797,Age: young,Positive,Video repetition: 1,1,-0.1689444110618848,1.5480428571428573
EPI_Y_18797,Age: young,Positive,Video repetition: 2,0.5714285714285714,0.17429053835974506,1.725125
EPI_Y_18797,Age: young,Positive,Video repetition: 3,0.9,-0.0468511691322095,1.611033333333333
EPI_Y_18823,Age: young,Neutral,Video repetition: 1,0.6666666666666666,0.08370325420870223,2.8749625
EPI_Y_18823,Age: young,Neutral,Video repetition: 2,0.25,-0.7603250787764726,2.2117
EPI_Y_18823,Age: young,Neutral,Video repetition: 3,0.75,0.0911953358663418,2.8808499999999997
EPI_Y_18823,Age: young,Negative,Video repetition: 1,0.2222222222222222,0.3566472651714172,3.0894500000000003
EPI_Y_18823,Age: young,Negative,Video repetition: 2,0.8888888888888888,0.25893206851986644,3.0126625
EPI_Y_18823,Age: young,Negative,Video repetition: 3,0.8333333333333334,0.4574960925799849,3.1687
EPI_Y_18823,Age: young,Positive,Video repetition: 1,1,0.9330444434012052,3.5424
EPI_Y_18823,Age: young,Positive,Video repetition: 2,0.8181818181818182,-0.6155099802389963,2.3255
EPI_Y_18823,Age: young,Positive,Video repetition: 3,0.8,-0.34853100244319185,2.5353
EPI_Y_18839,Age: young,Neutral,Video repetition: 1,0.875,-0.8610646240879095,1.8912857142857145
EPI_Y_18839,Age: young,Neutral,Video repetition: 2,0.6666666666666666,0.00834965732407541,2.27575
EPI_Y_18839,Age: young,Neutral,Video repetition: 3,0.9,0.11771180675451191,2.3241111111111112
EPI_Y_18839,Age: young,Negative,Video repetition: 1,0.625,-0.3741603212754084,2.1066000000000003
EPI_Y_18839,Age: young,Negative,Video repetition: 2,0.8888888888888888,-0.00861058411545266,2.26825
EPI_Y_18839,Age: young,Negative,Video repetition: 3,0.8333333333333334,0.8008452056550781,2.6262000000000003
EPI_Y_18839,Age: young,Positive,Video repetition: 1,0.625,0.12107872875880346,2.3256
EPI_Y_18839,Age: young,Positive,Video repetition: 2,0.4444444444444444,-0.44957686154317544,2.07325
EPI_Y_18839,Age: young,Positive,Video repetition: 3,0.5714285714285714,0.3735601896552404,2.4372499999999997
EPI_Y_18849,Age: young,Neutral,Video repetition: 1,0.3333333333333333,0.4570237337541273,2.602
EPI_Y_18849,Age: young,Neutral,Video repetition: 2,0.875,0.3737981887140728,2.5572857142857144
EPI_Y_18849,Age: young,Neutral,Video repetition: 3,0.6,0.2659329189443746,2.4993333333333334
EPI_Y_18849,Age: young,Negative,Video repetition: 1,0.5454545454545454,-0.17922182010107213,2.2601666666666667
EPI_Y_18849,Age: young,Negative,Video repetition: 2,0.8571428571428571,0.01000772053845584,2.3618333333333332
EPI_Y_18849,Age: young,Negative,Video repetition: 3,0.6,-0.4636865557837723,2.107333333333333
EPI_Y_18849,Age: young,Positive,Video repetition: 1,0.8571428571428571,-0.7366734340834191,1.9606666666666663
EPI_Y_18849,Age: young,Positive,Video repetition: 2,0.5,-0.12648571861136754,2.2885
EPI_Y_18849,Age: young,Positive,Video repetition: 3,0.5555555555555556,-0.08200126594299346,2.3124
EPI_Y_18851,Age: young,Neutral,Video repetition: 1,0.7777777777777778,0.21635640560580852,3.0491714285714284
EPI_Y_18851,Age: young,Neutral,Video repetition: 2,1,-0.4835623800520577,2.43375
EPI_Y_18851,Age: young,Neutral,Video repetition: 3,0.7777777777777778,-0.35159496314828625,2.549785714285714
EPI_Y_18851,Age: young,Negative,Video repetition: 1,0.5714285714285714,0.24578810467889944,3.07505
EPI_Y_18851,Age: young,Negative,Video repetition: 2,0.8,-0.2655419716271013,2.62545
EPI_Y_18851,Age: young,Negative,Video repetition: 3,0.8333333333333334,0.5611045274009607,3.3523
EPI_Y_18851,Age: young,Positive,Video repetition: 1,0.75,-0.1923946271555392,2.689766666666667
EPI_Y_18851,Age: young,Positive,Video repetition: 2,0.5714285714285714,-0.1904517396695752,2.691475
EPI_Y_18851,Age: young,Positive,Video repetition: 3,0.7777777777777778,0.21440674847703636,3.047457142857142
EPI_Y_18872,Age: young,Neutral,Video repetition: 1,1,-0.48131761215175417,2.5976
EPI_Y_18872,Age: young,Neutral,Video repetition: 2,0.4444444444444444,-0.7880510923462246,2.224075
EPI_Y_18872,Age: young,Neutral,Video repetition: 3,0.6,-0.3831311459663079,2.7171666666666665
EPI_Y_18872,Age: young,Negative,Video repetition: 1,0.25,1.6632094838334135,5.2091
EPI_Y_18872,Age: young,Negative,Video repetition: 2,0.7692307692307693,0.37143472081965584,3.63604
EPI_Y_18872,Age: young,Negative,Video repetition: 3,0.42857142857142855,0.494552392302483,3.785966666666667
EPI_Y_18872,Age: young,Positive,Video repetition: 1,0.8,0.06563328667302872,3.2636499999999997
EPI_Y_18872,Age: young,Positive,Video repetition: 2,0.5,-0.8020728423611384,2.207
EPI_Y_18872,Age: young,Positive,Video repetition: 3,0.8333333333333334,-0.304631244174665,2.81276
EPI_Y_19038,Age: young,Neutral,Video repetition: 1,0.8,-0.07543870244648204,2.10625
EPI_Y_19038,Age: young,Neutral,Video repetition: 2,0.7272727272727273,-0.14326940898037438,2.06425
EPI_Y_19038,Age: young,Neutral,Video repetition: 3,0.7142857142857143,-0.28094959307595335,1.979
EPI_Y_19038,Age: young,Negative,Video repetition: 1,0.625,-0.04451113030067152,2.1254
EPI_Y_19038,Age: young,Negative,Video repetition: 2,0.3333333333333333,0.17933020126117327,2.264
EPI_Y_19038,Age: young,Negative,Video repetition: 3,0.8,-0.1347905706636379,2.0695
EPI_Y_19038,Age: young,Positive,Video repetition: 1,0.5,-0.23314509513778164,2.0086
EPI_Y_19038,Age: young,Positive,Video repetition: 2,0.8571428571428571,-0.14905655259338507,2.060666666666666
EPI_Y_19038,Age: young,Positive,Video repetition: 3,1,0.04016958507854496,2.1778333333333335
EPI_O_M001,Age: old,Neutral,Video repetition: 1,0.5,0.3875410770035722,3.6975
EPI_O_M001,Age: old,Neutral,Video repetition: 2,0.6,-0.2831975610217998,3.0210666666666666
EPI_O_M001,Age: old,Neutral,Video repetition: 3,0.9,-0.4930932852127583,2.809388888888889
EPI_O_M001,Age: old,Negative,Video repetition: 1,0.75,1.2083720697952778,4.5253
EPI_O_M001,Age: old,Negative,Video repetition: 2,0.75,-0.1238063772587116,3.181811111111111
EPI_O_M001,Age: old,Negative,Video repetition: 3,0.5,1.13806895625465,4.4544
EPI_O_M001,Age: old,Positive,Video repetition: 1,0.5714285714285714,0.11770701815669732,3.425375
EPI_O_M001,Age: old,Positive,Video repetition: 2,0.8571428571428571,-0.7705432392539536,2.5295833333333335
EPI_O_M001,Age: old,Positive,Video repetition: 3,0.7,-0.47721696698488736,2.8254
EPI_PLF_003,Age: old,Neutral,Video repetition: 1,0.6666666666666666,-0.13991046343391775,3.469666666666667
EPI_PLF_003,Age: old,Neutral,Video repetition: 2,0.5714285714285714,-0.44617200278659663,3.2112499999999997
EPI_PLF_003,Age: old,Neutral,Video repetition: 3,0.875,-0.17117574980262543,3.443285714285714
EPI_PLF_003,Age: old,Negative,Video repetition: 1,0.42857142857142855,-0.17744009418335904,3.438
EPI_PLF_003,Age: old,Negative,Video repetition: 2,0.5,-0.1821806791201309,3.4339999999999997
EPI_PLF_003,Age: old,Negative,Video repetition: 3,0.7272727272727273,0.22906506414480127,3.781
EPI_PLF_003,Age: old,Positive,Video repetition: 1,0.7142857142857143,-0.03214116587131116,3.5606
EPI_PLF_003,Age: old,Positive,Video repetition: 2,0.7272727272727273,-0.00144587840571538,3.5865
EPI_PLF_003,Age: old,Positive,Video repetition: 3,1,0.06504082533250574,3.6426
EPI_PLF_004,Age: old,Neutral,Video repetition: 1,0.5555555555555556,-0.12185508870942464,2.7492
EPI_PLF_004,Age: old,Neutral,Video repetition: 2,0.875,-0.14087156637543263,2.734857142857143
EPI_PLF_004,Age: old,Neutral,Video repetition: 3,0.7142857142857143,-0.4793042585429923,2.4796
EPI_PLF_004,Age: old,Negative,Video repetition: 1,0.875,-0.09977021524471824,2.765857142857143
EPI_PLF_004,Age: old,Negative,Video repetition: 2,0.75,1.0514779985694311,3.634166666666667
EPI_PLF_004,Age: old,Negative,Video repetition: 3,0.7142857142857143,0.2727178821454332,3.0467999999999997
EPI_PLF_004,Age: old,Positive,Video repetition: 1,1,-0.00898105560421552,2.834333333333334
EPI_PLF_004,Age: old,Positive,Video repetition: 2,0.625,-0.30270103368456774,2.6128
EPI_PLF_004,Age: old,Positive,Video repetition: 3,0.9,-0.44710083432373,2.503888888888889
EPI_PLF_006,Age: old,Neutral,Video repetition: 1,0.5714285714285714,-0.07513942395693113,3.11
EPI_PLF_006,Age: old,Neutral,Video repetition: 2,0.5,0.0718225733238577,3.259333333333333
EPI_PLF_006,Age: old,Neutral,Video repetition: 3,1,-0.32943616568029604,2.8516
EPI_PLF_006,Age: old,Negative,Video repetition: 1,0.6666666666666666,0.0495978516368632,3.23675
EPI_PLF_006,Age: old,Negative,Video repetition: 2,0.4444444444444444,0.4695712824822425,3.6635
EPI_PLF_006,Age: old,Negative,Video repetition: 3,0.875,0.18523074724589497,3.374571428571429
EPI_PLF_006,Age: old,Positive,Video repetition: 1,0.7777777777777778,-0.21207276453552315,2.970857142857143
EPI_PLF_006,Age: old,Positive,Video repetition: 2,0.8888888888888888,-0.07895289096226411,3.106125
EPI_PLF_006,Age: old,Positive,Video repetition: 3,0.8333333333333334,-0.6061708552027814,2.5704
EPI_PLF_008,Age: old,Neutral,Video repetition: 1,0.5714285714285714,0.41665311889914314,3.2647500000000003
EPI_PLF_008,Age: old,Neutral,Video repetition: 2,0.4444444444444444,-0.4078947625570166,2.698775
EPI_PLF_008,Age: old,Neutral,Video repetition: 3,0.75,-0.02535903222731789,2.9613500000000004
EPI_PLF_008,Age: old,Negative,Video repetition: 1,0.7777777777777778,-0.3803860724378246,2.717657142857143
EPI_PLF_008,Age: old,Negative,Video repetition: 2,0.7142857142857143,0.7338558402727894,3.48248
EPI_PLF_008,Age: old,Negative,Video repetition: 3,0.875,0.5742960720353789,3.372957142857143
EPI_PLF_008,Age: old,Positive,Video repetition: 1,0.75,-0.13989272355139612,2.882733333333334
EPI_PLF_008,Age: old,Positive,Video repetition: 2,0.875,-0.3327882859406865,2.7503285714285717
EPI_PLF_008,Age: old,Positive,Video repetition: 3,0.875,-0.24866486966546517,2.808071428571429
EPI_PLF_009,Age: old,Neutral,Video repetition: 1,0.8571428571428571,0.09747223389515146,2.9629333333333334
EPI_PLF_009,Age: old,Neutral,Video repetition: 2,0.6666666666666666,0.8193203840328374,3.586075
EPI_PLF_009,Age: old,Neutral,Video repetition: 3,0.8181818181818182,-0.878789813522162,2.1201666666666665
EPI_PLF_009,Age: old,Negative,Video repetition: 1,0.4,0.15158888379648286,3.0096499999999997
EPI_PLF_009,Age: old,Negative,Video repetition: 2,0.5555555555555556,0.5147361241297348,3.32314
EPI_PLF_009,Age: old,Negative,Video repetition: 3,0.5,-0.27017346502782946,2.64556
EPI_PLF_009,Age: old,Positive,Video repetition: 1,0.75,0.07440717583279308,2.9430222222222224
EPI_PLF_009,Age: old,Positive,Video repetition: 2,0.7777777777777778,0.2756122972878021,3.1167142857142855
EPI_PLF_009,Age: old,Positive,Video repetition: 3,0.3333333333333333,-0.07794834441505115,2.8115
EPI_PLF_011,Age: old,Neutral,Video repetition: 1,0.5,-0.9197060507113004,1.9756
EPI_PLF_011,Age: old,Neutral,Video repetition: 2,0.9090909090909092,-0.1330416575063655,2.64279
EPI_PLF_011,Age: old,Neutral,Video repetition: 3,0.4444444444444444,-0.4675323149027713,2.3591
EPI_PLF_011,Age: old,Negative,Video repetition: 1,0.6666666666666666,0.46253855611339,3.1479166666666667
EPI_PLF_011,Age: old,Negative,Video repetition: 2,0.8,0.05137684058440913,2.7992
EPI_PLF_011,Age: old,Negative,Video repetition: 3,1,-0.12387241521482872,2.6505666666666667
EPI_PLF_011,Age: old,Positive,Video repetition: 1,0.5454545454545454,0.9045329787907233,3.522783333333334
EPI_PLF_011,Age: old,Positive,Video repetition: 2,0.5714285714285714,-0.3199126233167796,2.4842999999999997
EPI_PLF_011,Age: old,Positive,Video repetition: 3,0.6666666666666666,-0.8770531565968973,2.011775
EPI_PLF_012,Age: old,Neutral,Video repetition: 1,1,-0.35400870037548127,2.862
EPI_PLF_012,Age: old,Neutral,Video repetition: 2,1,0.29205754257165295,3.682
EPI_PLF_012,Age: old,Neutral,Video repetition: 3,0.8888888888888888,-0.5715636288313073,2.585875
EPI_PLF_012,Age: old,Negative,Video repetition: 1,0.7,0.5663543080877096,4.030142857142857
EPI_PLF_012,Age: old,Negative,Video repetition: 2,0.75,0.21523869051391437,3.5845
EPI_PLF_012,Age: old,Negative,Video repetition: 3,0.8333333333333334,0.04938875863541231,3.374
EPI_PLF_012,Age: old,Positive,Video repetition: 1,0.5714285714285714,0.542014268882602,3.99925
EPI_PLF_012,Age: old,Positive,Video repetition: 2,0.375,0.6116764928426539,4.087666666666667
EPI_PLF_012,Age: old,Positive,Video repetition: 3,0.6666666666666666,-0.7986388423712121,2.2976666666666667
EPI_PLF_013,Age: old,Neutral,Video repetition: 1,0.8571428571428571,0.05479273600482953,2.5863666666666667
EPI_PLF_013,Age: old,Neutral,Video repetition: 2,0.9090909090909092,0.04070846274120979,2.57728
EPI_PLF_013,Age: old,Neutral,Video repetition: 3,0.8,-0.3967461715058217,2.29505
EPI_PLF_013,Age: old,Negative,Video repetition: 1,0.4,0.10583918495734668,2.6193
EPI_PLF_013,Age: old,Negative,Video repetition: 2,0.7142857142857143,-0.33606393031682225,2.3342
EPI_PLF_013,Age: old,Negative,Video repetition: 3,0.8181818181818182,0.3353759837559796,2.7673888888888887
EPI_PLF_013,Age: old,Positive,Video repetition: 1,0.75,-0.2636792390390121,2.3809
EPI_PLF_013,Age: old,Positive,Video repetition: 2,0.6666666666666666,-0.6306401739431141,2.14415
EPI_PLF_013,Age: old,Positive,Video repetition: 3,0.6666666666666666,-0.2844104006201835,2.367525
EPI_PLF_014,Age: old,Neutral,Video repetition: 1,0.75,-0.30966639672154156,2.275
EPI_PLF_014,Age: old,Neutral,Video repetition: 2,1,-0.4544809974424353,2.177142857142857
EPI_PLF_014,Age: old,Neutral,Video repetition: 3,0.5,-0.5020478370952838,2.145
EPI_PLF_014,Age: old,Negative,Video repetition: 1,0.6,-0.49218212220432256,2.151666666666667
EPI_PLF_014,Age: old,Negative,Video repetition: 2,0.75,0.8875381052965927,3.084
EPI_PLF_014,Age: old,Negative,Video repetition: 3,1,-0.03145323679643733,2.463
EPI_PLF_014,Age: old,Positive,Video repetition: 1,0.6666666666666666,-0.02220412908616123,2.46925
EPI_PLF_014,Age: old,Positive,Video repetition: 2,1,-0.29856746746921015,2.2825
EPI_PLF_014,Age: old,Positive,Video repetition: 3,0.7777777777777778,-0.41008528043311027,2.2071428571428573
EPI_PLF_015,Age: old,Neutral,Video repetition: 1,0.5454545454545454,0.6544768907484596,3.339166666666667
EPI_PLF_015,Age: old,Neutral,Video repetition: 2,0.2857142857142857,-0.8855168770750212,2.517
EPI_PLF_015,Age: old,Neutral,Video repetition: 3,1,0.5355355516970213,3.275666666666667
EPI_PLF_015,Age: old,Negative,Video repetition: 1,0.5,-0.5627206970771538,2.689333333333334
EPI_PLF_015,Age: old,Negative,Video repetition: 2,0.4444444444444444,-0.2889370898642625,2.8355
EPI_PLF_015,Age: old,Negative,Video repetition: 3,0.4444444444444444,0.08333993590697229,3.03425
EPI_PLF_015,Age: old,Positive,Video repetition: 1,0.7142857142857143,-0.01527835544827592,2.9816
